,0,1
0,1.2702847385236717e-05,0.9999872971526143
1,1.3689662357610054e-05,0.9999863103376414
2,3.0669367144160323e-22,1.0
3,1.3399480340593845e-05,0.999986600519659
4,1.7602137517890588e-14,0.9999999999999822
5,2.951865001950093e-06,0.9999970481349981
6,2.6911821503133434e-39,1.0
7,4.986846241316684e-30,1.0
8,1.0,1.3993030347363017e-114
9,1.0,3.030751105208166e-85
10,1.0,5.117717214971423e-31
11,2.9178945425496958e-05,0.999970821054574
12,3.734778782735633e-05,0.999962652212171
13,0.00033094701967689526,0.9996690529803233
14,5.519186678426463e-05,0.9999448081332154
15,1.0,1.0777192824388955e-32
16,1.0,1.4588378219106453e-31
17,1.184666647544991e-07,0.9999998815333342
18,1.0640040074932996e-06,0.999998935995991
19,9.278800088767975e-24,1.0
20,0.0,1.0
21,1.0,2.0597639344012466e-36
22,0.9999999239162202,7.608377937165712e-08
23,1.7459591812885386e-78,1.0
24,1.0657982278503221e-05,0.9999893420177233
25,7.374012439728269e-06,0.9999926259875587
26,0.0003472453026418599,0.9996527546973596
27,1.948013375710276e-76,1.0
28,1.3654276481568844e-05,0.9999863457235181
29,1.7134317799688303e-06,0.9999982865682184
30,7.359591945605848e-05,0.9999264040805443
31,3.1197232982516518e-06,0.9999968802767035
32,3.68092510916799e-06,0.9999963190748918
33,7.520245106120302e-06,0.9999924797548955
34,1.0,1.4925152847436096e-16
35,2.1265249534273905e-06,0.9999978734750472
36,6.6030473490554026e-06,0.999993396952651
37,1.1348242189227054e-05,0.9999886517578094
38,4.483898354530543e-06,0.9999955161016473
39,8.829092392778576e-06,0.9999911709076058
40,6.713529450555718e-05,0.9999328647054961
41,4.297962162059196e-06,0.9999957020378388
42,0.00012313090906182717,0.9998768690909376
43,8.1185360813898e-05,0.9999188146391867
44,0.9999999735103722,2.6489628531828007e-08
45,1.0,7.778843949408892e-22
46,8.780452355322792e-06,0.9999912195476435
47,2.888460559607926e-06,0.9999971115394403
48,3.824714612888645e-05,0.9999617528538717
49,3.173873058564726e-06,0.9999968261269413
50,0.0010404050438500526,0.9989595949561506
51,6.4343969052864215e-06,0.9999935656030942
52,0.01838501018252796,0.9816149898174718
53,2.731902069515204e-06,0.9999972680979297
54,1.734550081024188e-05,0.9999826544991908
55,1.3140184877933935e-05,0.9999868598151224
56,1.0,6.482306721357195e-79
57,0.00981829940854501,0.9901817005914558
58,5.526956554276457e-06,0.9999944730434442
59,0.0006341633794800873,0.9993658366205189
60,7.996251008934286e-06,0.9999920037489922
61,2.7687120547445574e-06,0.9999972312879453
62,0.0008959567106953418,0.9991040432893044
63,3.325570926198753e-05,0.9999667442907381
64,6.770853169992225e-06,0.9999932291468314
65,4.267972650734712e-06,0.9999957320273496
66,9.0579351181845e-06,0.99999094206488
67,0.0007678618637322564,0.9992321381362664
68,1.064448875218806e-05,0.9999893555112479
69,3.3278456586070376e-06,0.999996672154341
70,1.2420513255511945e-05,0.9999875794867444
71,0.9999999437795227,5.622047735395012e-08
72,7.132862643470317e-06,0.9999928671373562
73,0.010532377296333752,0.9894676227036655
74,3.318954054520909e-05,0.9999668104594556
75,4.3498206811605324e-06,0.9999956501793182
76,1.1348242189227054e-05,0.9999886517578094
77,1.3593997572836115e-05,0.9999864060024283
78,2.2447887444456345e-06,0.9999977552112547
79,6.92001403394189e-06,0.999993079985968
80,0.04539812949307097,0.9546018705069286
81,0.9999907173915688,9.282608432114976e-06
82,0.0009961797853230473,0.9990038202146772
83,1.792192610756612e-05,0.9999820780738943
84,1.62874321500981e-05,0.9999837125678515
85,3.6351550392342355e-06,0.99999636484496
86,0.9989438604230625,0.0010561395769374253
87,9.70967485130855e-06,0.9999902903251493
88,5.892973428454431e-05,0.9999410702657173
89,6.240994138655733e-06,0.9999937590058599
90,3.5087546957253866e-06,0.9999964912453041
91,1.1837859119982014e-05,0.9999881621408783
92,1.2552464718313723e-05,0.9999874475352805
93,5.325540295366121e-06,0.9999946744597051
94,7.604800328195849e-06,0.9999923951996703
95,0.047049243443462944,0.9529507565565372
96,0.9945143837372628,0.005485616262737389
97,3.713295416875133e-06,0.9999962867045816
98,4.145014707158575e-06,0.9999958549852936
99,1.0217394490079745e-05,0.9999897826055084
100,4.759428388767871e-06,0.9999952405716109
101,7.594650652830894e-06,0.9999924053493481
102,0.0008726296900435648,0.9991273703099566
103,2.313657274239467e-05,0.9999768634272573
104,1.067440102276313e-05,0.9999893255989788
105,1.497403089684431e-05,0.999985025969102
106,1.0,4.033497474200737e-56
107,5.966824069528736e-06,0.9999940331759295
108,0.9888722696371572,0.011127730362841964
109,7.20186619306357e-06,0.9999927981338056
110,6.141082457198758e-06,0.9999938589175438
111,0.9888722696371572,0.011127730362841964
112,1.1562910236995805e-05,0.9999884370897614
113,0.00044737549728027904,0.9995526245027206
114,1.0,9.106126855901848e-23
115,0.0006026367712125912,0.9993973632287884
116,5.032811349664137e-06,0.9999949671886511
117,7.2351089343204774e-06,0.9999927648910657
118,3.3470889272948554e-06,0.9999966529110711
119,7.125893177033107e-05,0.9999287410682305
120,0.9999923768622794,7.623137720494894e-06
121,1.0,8.173398803218919e-34
122,1.1319589109003397e-05,0.9999886804108914
123,3.0004438992610744e-06,0.9999969995560997
124,1.1471902626603097e-05,0.9999885280973752
125,1.792192610756612e-05,0.9999820780738943
126,0.9999999988571863,1.1428145868207436e-09
127,1.0217394490079745e-05,0.9999897826055084
128,2.6290678429082344e-06,0.9999973709321558
129,1.1179727632380736e-05,0.9999888202723689
130,5.0806993636225445e-05,0.9999491930063624
131,0.0001727566505972729,0.9998272433494028
132,2.6002115816430696e-06,0.9999973997884182
133,4.011400291026588e-06,0.9999959885997096
134,1.1458350155810112e-05,0.9999885416498455
135,0.013077400084784306,0.9869225999152165
136,0.9996400942612788,0.00035990573872158785
137,8.243314351820321e-06,0.9999917566856471
138,4.3903500122111076e-06,0.9999956096499885
139,1.1562910236995805e-05,0.9999884370897614
140,3.7161072635630673e-06,0.9999962838927364
141,0.9996400942612788,0.00035990573872158785
142,5.500642755766465e-06,0.9999944993572439
143,0.0021610347927781717,0.9978389652072227
144,1.0,0.0
145,2.8852391638412107e-06,0.9999971147608363
146,1.0012693085788204e-17,1.0
147,5.2152167407882795e-14,0.9999999999999486
148,1.9203908417475503e-13,0.9999999999998082
149,1.2792949124615745e-27,1.0
150,1.2747976965776227e-36,1.0
151,3.6529276374338544e-60,1.0
152,1.8084193637051294e-65,1.0
153,1.301221399681162e-67,1.0
154,8.881790599586594e-42,1.0
155,3.9227878983046535e-64,1.0
156,9.943173138808316e-34,1.0
157,6.966105605219195e-32,1.0
158,4.565796496627635e-111,1.0
159,1.75781307175973e-135,1.0
160,2.2959810004187607e-231,1.0
161,7.513252261027658e-13,0.9999999999992486
162,2.8227173380616525e-10,0.999999999717728
163,2.078276242837015e-31,1.0
164,0.8821982521176931,0.11780174788230743
165,0.9999611424928276,3.8857507172681684e-05
166,1.2680979917879016e-09,0.9999999987319015
167,1.5936796747149865e-32,1.0
168,8.061040622352328e-67,1.0
169,7.238080317025783e-45,1.0
170,2.995042490360324e-16,1.0
171,7.689266523799728e-13,0.9999999999992308
172,6.221131330190945e-21,1.0
173,3.653231789742571e-20,1.0
174,4.071777020615238e-56,1.0
175,2.9715957531993276e-129,1.0
176,1.098425915680156e-05,0.9999890157408433
177,1.1856486028467626e-05,0.9999881435139725
178,1.2978804408881113e-05,0.9999870211955915
179,1.6251454295685063e-05,0.9999837485457042
180,1.5159848185565606e-05,0.9999848401518135
181,1.0630830703154806e-05,0.9999893691692971
182,1.126771361307575e-05,0.9999887322863876
183,1.0619747437938593e-05,0.9999893802525626
184,1.6454828730037365e-05,0.999983545171271
185,1.0621551205703423e-05,0.9999893784487943
186,1.7991142372488967e-15,1.0
187,1.1836552268513047e-05,0.9999881634477321
188,1.1835980154912617e-05,0.9999881640198437
189,1.4360941861169192e-05,0.9999856390581404
190,2.4597918736894598e-05,0.9999754020812641
191,1.911944488219246e-05,0.9999808805551166
192,1.3897543018682206e-05,0.9999861024569815
193,1.336575301457059e-05,0.9999866342469839
194,2.394105148675619e-05,0.9999760589485134
195,1.0916197658634203e-05,0.9999890838023401
196,1.7860331629207326e-05,0.9999821396683707
197,4.2691239851719234e-16,1.0
198,1.5394960776695356e-05,0.9999846050392229
199,1.1238931768732639e-05,0.9999887610682315
200,1.03897795032351e-05,0.999989610220497
201,2.0708327537806358e-05,0.9999792916724637
202,1.1396901648572796e-05,0.9999886030983499
203,1.592211162326036e-05,0.9999840778883754
204,2.1701796783772283e-05,0.9999782982032166
205,1.3431403427291133e-05,0.9999865685965711
206,1.1855090119928709e-05,0.9999881449098811
207,1.4439931965383173e-05,0.999985560068036
208,1.720915653158515e-05,0.9999827908434669
209,2.0997301630373245e-05,0.999979002698368
210,1.4997849646986843e-05,0.999985002150354
211,8.834470812973543e-09,0.999999991165531
212,1.8653271225942527e-08,0.9999999813467293
213,1.1401204892276402e-05,0.9999885987951069
214,9.624003862210549e-06,0.9999903759961392
215,1.2852832851353389e-05,0.9999871471671482
216,1.1792933995653782e-05,0.9999882070660036
217,1.1319589109003397e-05,0.9999886804108914
218,1.1319589109003397e-05,0.9999886804108914
219,1.255501612527342e-05,0.9999874449838744
220,1.438346611768783e-05,0.9999856165338828
221,1.1319589109003397e-05,0.9999886804108914
222,1.1319589109003397e-05,0.9999886804108914
223,1.5719999168853117e-05,0.9999842800008316
224,1.1319589109003397e-05,0.9999886804108914
225,1.0564579672314023e-05,0.999989435420328
226,8.62974483885547e-06,0.99999137025516
227,5.821682475388312e-06,0.9999941783175249
228,1.2213352359248897e-05,0.9999877866476419
229,1.1886229457549017e-05,0.9999881137705412
